"id","name","name_kana","address","area","area_ha","y","x","is_evacuation_area","ブランコ_2","ブランコ_3","ブランコ_4","すべり台","鉄棒_1","鉄棒_2","鉄棒_3","鉄棒_4","鉄棒_5","シーソー","ジャングルジム","鋼製複合遊具","砂場","ラダー","健康遊具","プレイスカルプチャー(遊戯彫刻)","便所","水飲場","ベンチ","四阿(シェルター)","有料駐車場","無料駐車場","ソメイヨシノ","オオシマザクラ","カンヒザクラ","シダレザクラ","カワズザクラ","ヤマザクラ","桜_その他","桜_合計","桜_その他_品種","is_nice_scenery","english_name","english_address","",""
"087","さつき丘中央公園","サツキガオカチュウオウコウエン","大阪府枚方市山之上西町16−22","1,104.97","0.11","34.80176061","135.6485058","","","1","","1","","","","","","","","","1","","","","","1","7","","","","1","0","0","0","0","0","0","1","","","","","573-0048","オオサカフ－ヒラカタシ－ヤマノウエニシマチ"
"088","さつき丘南公園","サツキガオカミナミコウエン","大阪府枚方市山之上5丁目37−1","1,511.50","0.15","34.80006351","135.6472115","","","","","","","","","","","","","1","1","","","","","1","5","","","","9","0","0","0","0","0","0","9","","","","","573-0047","オオサカフ－ヒラカタシ－ヤマノウエ"
"089","獅子口公園","シシグチコウエン","大阪府枚方市長尾家具町4丁目15−20","3,346.51","0.33","34.83659713","135.706208","","","","1","1","","","","","","","1","","1","","","2","1","1","4","","","","9","0","0","0","0","0","0","9","","","","","573-0102","オオサカフ－ヒラカタシ－ナガオカグマチ"
"090","下田公園","シモダコウエン","大阪府枚方市楠葉並木1丁目14−33","1,038.10","0.10","34.85695536","135.6800293","","1","","","","","","","","","","","","1","","","","1","","2","","","","2","0","0","0","0","0","0","2","","","","","573-1118","オオサカフ－ヒラカタシ－クズハナミキ"
"091","神社公園","ジンジャコウエン","大阪府枚方市楠葉丘2丁目18−1","1,127.47","0.11","34.86709112","135.6896299","","","","","","","","","","","","","","","","","","1","","3","","","","17","0","0","0","0","0","0","17","","","","","573-1104","オオサカフ－ヒラカタシ－クズハオカ"
"092","翠香園ふれあい公園","スイコウエンフレアイコウエン","大阪府枚方市翠香園町8−5","6,809.94","0.68","34.79981071","135.6367234","","1","","","1","","1","","","","","","1","1","1","1","","1","2","14","2","","","12","0","0","0","0","0","1","13","","","","","573-0095","オオサカフ－ヒラカタシ－スイコウエンチョウ"
"093","スーパーバンク伊加賀公園","スーパーバンクイカガコウエン","大阪府枚方市伊加賀西町1−1","1,639.88","0.16","34.80742762","135.6241999","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","573-0066","オオサカフ－ヒラカタシ－イカガニシマチ"
"094","末広公園","スエヒロコウエン","大阪府枚方市香里ケ丘8丁目11−31","2,860.69","0.29","34.79405582","135.6442479","","1","","","1","","","","","","","1","","1","","","","","1","2","","","","2","0","4","0","0","0","3","9","ハクサンオオデマリ","","","","573-0084","オオサカフ－ヒラカタシ－コウリガオカ"
"095","杉山手北公園","スギヤマテキタコウエン","大阪府枚方市杉山手3丁目32−16","807.96","0.08","34.8163286","135.7243308","","1","","","1","","","","","","1","","","","","","","","","12","","","","2","0","0","0","0","0","0","2","","","","","573-0118","オオサカフ－ヒラカタシ－スギヤマテ"
"096","杉山手中央公園","スギヤマテチュウオウコウエン","大阪府枚方市杉山手3丁目36−39","1,406.66","0.14","34.81548027","135.7230984","","","","","","","1","","","","","","1","","","","","","1","3","","","","","","","","","","","","","","","","573-0118","オオサカフ－ヒラカタシ－スギヤマテ"
"097","杉山手西公園","スギヤマテニシコウエン","大阪府枚方市杉山手1丁目32−1","944.31","0.09","34.81884722","135.7219993","","1","","","1","","","","","","","","","1","1","","","","1","3","","","","","","","","","","","","","","","","573-0118","オオサカフ－ヒラカタシ－スギヤマテ"
"098","杉山手南公園","スギヤマテミナミコウエン","大阪府枚方市杉山手3丁目15−16","1,500.00","0.15","34.81460602","135.7224329","","","","1","1","","","","","","","1","","1","1","","","","1","11","","","","4","0","0","0","0","0","0","4","","","","","573-0118","オオサカフ－ヒラカタシ－スギヤマテ"
"099","須山公園","スヤマコウエン","大阪府枚方市須山町18−15","1,178.92","0.12","34.82152014","135.6717505","","2","","","1","","","1","","","","1","","","1","","","","1","5","","","","0","0","0","0","1","0","0","1","","","","","573-1164","オオサカフ－ヒラカタシ－スヤマチョウ"
"100","須山中央公園","スヤマチュウオウコウエン","大阪府枚方市須山町18−15","909.78","0.09","34.82151374","135.67175","","","","1","1","","","","","","","","","1","","","","","1","5","","","","14","0","0","0","0","0","0","14","","","","","573-1164","オオサカフ－ヒラカタシ－スヤマチョウ"
"101","創造の森","ソウゾウノモリ","大阪府枚方市香里園山之手町49−5","4,584.11","0.46","34.79046992","135.6370984","","","","","","","","","","","","","","","","","","","","2","","","","10","0","0","1","0","0","0","11","","","","","573-0087","オオサカフ－ヒラカタシ－コウリエンヤマノテチョウ"
"102","宗谷公園","ソウヤコウエン","大阪府枚方市宗谷2丁目17−9","1,141.75","0.11","34.79770293","135.7369251","","","","","1","","1","","","","","","","1","","","1","","1","9","","","","","","","","","","","","","","","","573-0113","オオサカフ－ヒラカタシ－ソウヤ"
"103","宗谷・穂谷防災公園","ソウヤホタニ゛ボウサイコウエン","大阪府枚方市宗谷2丁目29−1","464.18","0.05","34.79588538","135.7347132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","○","","","573-0113","オオサカフ－ヒラカタシ－ソウヤ"
"104","空見の丘公園","ソラミノオカコウエン","大阪府枚方市津田山手2丁目2−20","10,400.06","1.04","34.80397124","135.7118159","○","","","","","","","","","","","","","","","","","","1","6","2","","","8","12","0","0","0","16","1","37","","○","","","573-0128","オオサカフ－ヒラカタシ－ツダヤマテ"
"105","尊延寺あおぞら広場","ソンエンジアオゾラヒロバ","大阪府枚方市尊延寺3丁目1−47","1,343.39","0.13","34.80317213","135.7271898","","","","","","","","","","","","","1","","","","","","","","","","","0","0","0","0","0","0","1","1","エドヒガンザクラ","","","","573-0112","オオサカフ－ヒラカタシ－ソンエンジ"
"106","尊延寺公園","ソンエンジコウエン","大阪府枚方市尊延寺5丁目45−9","935.63","0.09","34.80011737","135.7281665","","1","","","1","","1","","","","","","","1","","","","","1","13","1","","","","","","","","","","","","","","","573-0112","オオサカフ－ヒラカタシ－ソンエンジ"
"107","代々池公園","ダイダイイケコウエン","大阪府枚方市野村中町25−16","1,723.57","0.17","34.80927752","135.6941401","","","","1","2","","","","","","","1","","1","","","","","1","3","","","","5","0","0","0","0","0","0","5","","","","","573-0144","オオサカフ－ヒラカタシ－ノムラナカマチ"
"108","高塚町北公園","タカツカチョウキタコウエン","大阪府枚方市高塚町21−27","856.76","0.09","34.80736327","135.6427766","","","","","","","","","","","","","","","","","","","1","4","","","","8","0","0","0","0","0","0","8","","","","","573-0035","オオサカフ－ヒラカタシ－タカツカチョウ"
"109","高塚町中央公園","タカツカチョウチュウオウコウエン","大阪府枚方市高塚町21−20","896.85","0.09","34.80652272","135.643109","","1","","","","","","","","","","","1","","","","","","1","3","","","","0","0","0","0","0","6","0","6","","","","","573-0035","オオサカフ－ヒラカタシ－タカツカチョウ"
"110","津田駅前東公園","ツダエキマエヒガシコウエン","大阪府枚方市津田駅前2丁目25−5","2,821.82","0.28","34.80028181","135.6994434","","","","","","","","","","","","","1","","","6","","","1","11","1","","","0","0","0","1","0","2","2","5","エドヒガン","","","","573-0125","オオサカフ－ヒラカタシ－ツダエキマエ"
"111","津田南町西公園","ツダミナミマチニシコウエン","大阪府枚方市津田南町1丁目21−10","622.09","0.06","34.80024883","135.7021834","","1","","","1","","","","","","","","","1","","","","","1","4","","","","0","0","0","0","0","0","2","2","エドヒガン","","","","573-0124","オオサカフ－ヒラカタシ－ツダミナミマチ"
"112","津田南町東公園","ツダミナミマチヒガシコウエン","大阪府枚方市津田南町1丁目36−3","661.00","0.07","34.7998359","135.7054686","","1","","","1","","1","","","","","","","1","","","1","","1","5","","","","5","0","0","0","0","0","0","5","","","","","573-0124","オオサカフ－ヒラカタシ－ツダミナミマチ"
"113","出口北公園","デグチキタコウエン","大阪府枚方市出口2丁目27−10","1,391.98","0.14","34.80322447","135.6209232","","","","1","","","","","","","","1","1","1","","","1","","1","5","","","","2","0","0","0","0","0","0","2","","","","","573-0065","オオサカフ－ヒラカタシ－デグチ"
"114","出口西公園","デグチニシコウエン","大阪府枚方市出口6丁目1","983.58","0.10","34.80217933","135.6208361","","","","1","1","","","3","","","","","","1","","","","","1","3","","","","17","0","0","0","0","0","0","17","","","","","573-0065","オオサカフ－ヒラカタシ－デグチ"
"115","出口ふれあい公園","デグチフレアイコウエン","大阪府枚方市出口2丁目1−16","6,461.47","0.65","34.80307135","135.6267714","","1","","","1","","","1","","","","","","1","2","","","1","2","24","1","","","14","2","0","0","0","0","2","18","ヤエザクラ","","","","573-0065","オオサカフ－ヒラカタシ－デグチ"
"116","天満公園","テンマコウエン","大阪府枚方市楠葉丘2丁目13","6,714.47","0.67","34.86665552","135.6913309","","","","1","1","1","1","","","","","","","","","","2","1","1","6","","","","8","0","0","0","0","0","1","9","ヤエザクラ","","","","573-1104","オオサカフ－ヒラカタシ－クズハオカ"
"117","堂ノ背公園","ドウノセコウエン","大阪府枚方市杉1丁目31−1","6,193.81","0.62","34.80974314","135.7196995","","1","","","1","","1","","","","","","","1","","","","1","1","5","1","","","21","0","0","5","0","0","0","26","","○","","","573-0117","オオサカフ－ヒラカタシ－スギ"
"118","東部公園","トウブコウエン","大阪府枚方市尊延寺（大字）2987","65,175.00","6.52","34.80132991","135.745787","","","","","","","","","","","","","2","","","7","","2","","","3","1","","0","0","0","0","0","0","65","65","","○","","","573-0112","オオサカフ－ヒラカタシ－ソンエンジ"
"119","堂山公園","ドウヤマコウエン","大阪府枚方市堂山1丁目22−4","16,876.91","1.69","34.81767611","135.6704285","○","","","1","1","","","1","","","","","","1","","","3","1","1","32","3","","","30","0","0","0","0","0","0","30","","","","","573-0007","オオサカフ－ヒラカタシ－ドウヤマ"
"120","長尾大池公園","ナガオオオイケコウエン","大阪府枚方市長尾東町1丁目33−5","589.69","0.06","34.82556246","135.7162333","","","","1","1","","","","","","","","","","","","","","1","2","","","","3","0","0","0","0","0","0","3","","","","","573-0105","オオサカフ－ヒラカタシ－ナガオヒガシマチ"
"121","長尾台大谷公園","ナガオダイオオタニコウエン","大阪府枚方市長尾台3丁目28−26","3,010.26","0.30","34.81681039","135.7171059","","","","1","1","","","","","","","","","1","","","","","","5","","","","1","0","0","0","0","0","2","3","ヤエザクラ","","","","573-0106","オオサカフ－ヒラカタシ－ナガオダイ"
"122","長尾台亀谷公園","ナガオダイカメタニコウエン","大阪府枚方市長尾台4丁目12−5","1,516.05","0.15","34.82055121","135.7205302","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","1","0","3","","","","","573-0106","オオサカフ－ヒラカタシ－ナガオダイ"
"123","長尾台北公園","ナガオダイキタコウエン","大阪府枚方市長尾台1丁目6−17","1,031.69","0.10","34.82117389","135.7168685","","","","1","1","","","","1","","","","","1","","","","","1","2","","","","13","0","0","0","0","3","0","16","","","","","573-0106","オオサカフ－ヒラカタシ－ナガオダイ"
"124","長尾台東公園","ナガオダイヒガシコウエン","大阪府枚方市長尾台2丁目22−7","1,044.52","0.10","34.81940465","135.7182962","","","","1","1","","","1","","","","","","1","","","","","1","3","","","","0","0","0","0","0","0","4","4","ヤエザクラ","","","","573-0106","オオサカフ－ヒラカタシ－ナガオダイ"
"125","長尾台南公園","ナガオダイミナミコウエン","大阪府枚方市長尾台2丁目6−3","1,045.85","0.10","34.81842135","135.7166268","","","","1","1","","1","","","","","1","","1","","","","","1","7","","","","4","0","0","0","0","3","0","7","","","","","573-0106","オオサカフ－ヒラカタシ－ナガオダイ"
"126","長尾谷町公園","ナガオタニマチコウエン","大阪府枚方市長尾谷町3丁目20−8","1,130.56","0.11","34.82420175","135.7027031","","1","","","1","","1","","","","1","","","1","","","","","1","1","","","","16","0","0","0","0","0","0","16","","","","","573-0164","オオサカフ－ヒラカタシ－ナガオタニマチ"
"127","長尾西町公園","ナガオニシマチコウエン","大阪府枚方市長尾西町1丁目4−39","714.92","0.07","34.83162137","135.6995521","","1","","","1","","","","","","1","","","1","","","","","1","4","","","","","","","","","","","","","","","","573-0162","オオサカフ－ヒラカタシ－ナガオニシマチ"
"128","長尾東公園","ナガオヒガシコウエン","大阪府枚方市長尾東町3丁目18−17","524.41","0.05","34.82541546","135.7227147","","","","","","","","","","","","","1","","","","","","1","5","1","","","","","","","","","","","","","","","573-0105","オオサカフ－ヒラカタシ－ナガオヒガシマチ"
"129","長尾元町公園","ナガオモトマチコウエン","大阪府枚方市長尾元町3丁目57−32","1,640.54","0.16","34.83019936","135.706721","","","","1","1","","","1","","","1","","","1","","2","3","","1","7","","","","","","","","","","","","","","","","573-0163","オオサカフ－ヒラカタシ－ナガオモトマチ"
"130","中の池公園","ナカノイケコウエン","大阪府枚方市東山2丁目45","40,071.87","4.01","34.8476097","135.6902535","○","","","1","1","","","","","","1","","","1","","","","1","1","7","1","1","","27","6","1","0","0","0","3","37","オオヤマザクラ","","","","573-1114","オオサカフ－ヒラカタシ－ヒガシヤマ"
"131","中の谷公園","ナカノタニコウエン","大阪府枚方市東山1丁目41−6","2,449.28","0.24","34.85045399","135.6901284","","","","1","1","","","","","","","1","","1","","","","","1","7","","","","","","","","","","","","","","","","573-1114","オオサカフ－ヒラカタシ－ヒガシヤマ"
"132","中振中央公園","ナカブリチュウオウコウエン","大阪府枚方市南中振1丁目41−2","558.50","0.06","34.79424459","135.6353977","","1","","","1","","1","","","","","","","1","","","","","","2","","","","11","0","0","0","0","0","1","12","","","","","573-0094","オオサカフ－ヒラカタシ－ミナミナカブリ"
"133","中宮公園","ナカミヤコウエン","大阪府枚方市中宮東之町39−11","2,122.95","0.21","34.81915085","135.6657927","","2","","","1","","","","","","","","","1","","","","","1","6","","","","0","0","0","0","0","0","2","2","サトザクラ","","","","573-1195","オオサカフ－ヒラカタシ－ナカミヤヒガシノチョウ"
"134","渚公園","ナギサコウエン","大阪府枚方市渚栄町6−27","1,162.86","0.12","34.83296581","135.6609901","","1","","","1","","","","","","","","","1","","","","","1","4","","","","10","0","0","0","0","0","0","10","","","","","573-1172","オオサカフ－ヒラカタシ－ナギササカエマチ"
"135","渚栄公園","ナギササカエコウエン","大阪府枚方市渚栄町27−12","540.51","0.05","34.83549093","135.6603861","","","","","","","","","","","","","1","1","","","","","1","3","","","","2","0","0","0","0","0","0","2","","","","","573-1172","オオサカフ－ヒラカタシ－ナギササカエマチ"
"136","渚西公園","ナギサニシコウエン","大阪府枚方市渚西3丁目25−1","1,823.35","0.18","34.83344871","135.6526486","","","","","1","","","","","","","","","1","","","","","1","6","1","","","4","0","0","0","0","0","0","4","","","","","573-1178","オオサカフ－ヒラカタシ－ナギサニシ"
"137","渚東公園","ナギサヒガシコウエン","大阪府枚方市渚東町30−12","827.96","0.08","34.83248629","135.6624303","","","","1","1","","","","","","","","","1","","","","","1","5","","","","5","0","0","0","0","1","0","6","","","","","573-1176","オオサカフ－ヒラカタシ－ナギサヒガシマチ"
"138","茄子作北公園","ナスヅクリキタコウエン","大阪府枚方市茄子作北町48−8","1,145.94","0.11","34.7898576","135.6629785","","","","","","","","","","","","","1","1","1","","","","1","4","1","","","16","0","0","0","0","0","0","16","","","","","573-0083","オオサカフ－ヒラカタシ－ナスヅクリキタマチ"
"139","茄子作東公園","ナスヅクリヒガシコウエン","大阪府枚方市茄子作東町24−18","515.56","0.05","34.78502689","135.6699364","","","","","1","","","1","","","","1","","","","","","","1","3","","","","3","0","0","0","0","0","0","3","","","","","573-0082","オオサカフ－ヒラカタシ－ナスヅクリヒガシマチ"
"140","茄子作南公園","ナスヅクリミナミコウエン","大阪府枚方市茄子作4丁目49−10","1,346.13","0.13","34.78224901","135.6680511","","1","","","1","","","1","","","","","","1","1","","","","1","2","","","","2","0","0","0","0","0","0","2","","","","","573-0071","オオサカフ－ヒラカタシ－ナスヅクリ"
"141","七ツ松公園","ナナツマツコウエン","大阪府枚方市楠葉朝日2丁目15−13","933.34","0.09","34.85898088","135.6862426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573-1111","オオサカフ－ヒラカタシ－クズハアサヒ"
"142","西禁野公園","ニシキンヤコウエン","大阪府枚方市西禁野2丁目32−10","813.93","0.08","34.8206366","135.6531228","","1","","","","","","1","","","","","","1","","","","","1","3","1","","","","","","","","","","","","","","","573-1192","オオサカフ－ヒラカタシ－ニシキンヤ"
"143","西牧野公園","ニシマキノコウエン","大阪府枚方市西牧野4丁目4−48","689.56","0.07","34.84547881","135.6625756","","","","","","","","","","","","","2","","","","","","1","6","1","","","1","0","0","0","0","0","0","1","","","","","573-1148","オオサカフ－ヒラカタシ－ニシマキノ"
"144","二の宮公園","ニノミヤコウエン","大阪府枚方市船橋本町1丁目712−2","2,654.36","0.27","34.85377237","135.6811377","","","","1","1","","","","","","","1","","1","","","2","1","1","7","","","","7","0","0","0","0","1","0","8","","","","","573-1116","オオサカフ－ヒラカタシ－フナハシホンマチ"
"145","登公園","ノボルコウエン","大阪府枚方市楠葉野田3丁目37−32","859.21","0.09","34.86877806","135.687444","","","","1","1","","","","","","","","","1","","","","","1","2","","","","9","0","0","0","0","0","0","9","","","","","573-1103","オオサカフ－ヒラカタシ－クズハノダ"
"146","走谷公園","ハシリダニコウエン","大阪府枚方市走谷2丁目25−1","979.48","0.10","34.80143272","135.6327459","","","","1","1","","","","","","","1","","","","","","","1","4","","","","","","","","","","","","","","","","573-0063","オオサカフ－ヒラカタシ－ハシリダニ"
"147","花見の丘公園","ハナミノオカコウエン","大阪府枚方市津田山手1丁目3−14","1,600.26","0.16","34.81004985","135.7072681","","","","","","","","","","","","","","","","","","","","7","","","","11","0","0","0","0","1","0","12","サトザクラ","","","","573-0128","オオサカフ－ヒラカタシ－ツダヤマテ"
"148","日置公園","ヒオキコウエン","大阪府枚方市招提南町3丁目9−5","4,742.42","0.47","34.83060766","135.6857577","","","","1","","","","","","","","","","","1","2","","1","1","11","","","","1","0","0","0","0","0","0","1","","","","","573-1155","オオサカフ－ヒラカタシ－ショウダイミナミマチ"
"149","日置台緑地","ヒオキダイリョクチ","大阪府枚方市招提南町3丁目23−10","4,840.15","0.48","34.83053099","135.6875657","","","","","","","","","","","","","","","","","","1","","10","","","","9","0","0","0","0","0","0","9","","","","","573-1155","オオサカフ－ヒラカタシ－ショウダイミナミマチ"
"150","東香里公園","ヒガシコウリコウエン","大阪府枚方市東香里3丁目29−12","2,866.45","0.29","34.78399054","135.6530722","","","","1","","","","1","","","","2","1","1","","","","","1","10","","","","9","0","0","0","0","0","0","9","ハクサンオオデマリ","","","","573-0075","オオサカフ－ヒラカタシ－ヒガシコウリ"
"151","東香里南町公園","ヒガシコウリミナミマチコウエン","大阪府枚方市東香里南町1","510.48","0.05","34.77531117","135.655653","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","573-0074","オオサカフ－ヒラカタシ－ヒガシコウリミナミマチ"
"152","東長尾公園","ヒガシナガオコウエン","大阪府枚方市長尾東町3丁目30−15","1,187.32","0.12","34.82472511","135.7224315","","","","","1","","","","","","","","","1","","","","","","1","","","","2","0","0","0","0","0","0","2","","","","","573-0105","オオサカフ－ヒラカタシ－ナガオヒガシマチ"
"153","東中振北公園","ヒガシナカブリキタコウエン","大阪府枚方市東中振1丁目23−1","501.80","0.05","34.7986849","135.6432507","","","","","1","","","1","1","","","1","","1","","","","","1","2","","","","4","0","0","0","0","0","0","4","","","","","573-0093","オオサカフ－ヒラカタシ－ヒガシナカブリ"
"154","東中振中央公園","ヒガシナカブリチュウオウコウエン","大阪府枚方市東中振1丁目19−35","2,138.29","0.21","34.79745433","135.6410161","","","","1","1","","","","","","","","","1","1","","","1","1","8","","","","6","0","0","0","0","0","0","6","","","","","573-0093","オオサカフ－ヒラカタシ－ヒガシナカブリ"
"155","東中振西公園","ヒガシナカブリニシコウエン","大阪府枚方市東中振1丁目18−21","886.07","0.09","34.79678372","135.63883","","1","","","1","","","","","","","1","","1","1","","","","1","7","","","","3","0","0","0","0","0","0","3","","","","","573-0093","オオサカフ－ヒラカタシ－ヒガシナカブリ"
"156","東中振南公園","ヒガシナカブリミナミコウエン","大阪府枚方市東中振1丁目32−12","504.95","0.05","34.79726142","135.6437264","","","","","","","","","1","","","1","","1","","","","","1","2","","","","5","0","0","0","0","0","0","5","","","","","573-0093","オオサカフ－ヒラカタシ－ヒガシナカブリ"
"157","東山公園","ヒガシヤマコウエン","大阪府枚方市楠葉面取町2丁目5−18","667.81","0.07","34.85429067","135.6908052","","","","","","","","","","","","","1","2","","","","","","7","","","","0","0","0","0","0","6","0","6","","","","","573-1113","オオサカフ－ヒラカタシ－クズハメンドリチョウ"
"158","氷室台西公園","ヒムロダイニシコウエン","大阪府枚方市氷室台1丁目7−1","1,363.87","0.14","34.81019467","135.7272822","","1","","","1","","","","","","","","","1","","","1","","","10","","","","","","","","","","","","","","","","573-0115","オオサカフ－ヒラカタシ－ヒムロダイ"
"159","氷室台南公園","ヒムロダイミナミコウエン","大阪府枚方市氷室台1丁目34−7","3,253.96","0.33","34.80822906","135.7317298","","1","","","3","","","1","","","","1","","1","","","2","","1","15","","","","16","0","0","0","0","0","0","16","","","","","573-0115","オオサカフ－ヒラカタシ－ヒムロダイ"
"160","平野公園","ヒラノコウエン","大阪府枚方市招提中町1丁目44−18","1,123.23","0.11","34.83570478","135.6803187","","","","","","","","","","","","","1","1","","","","1","1","4","","","","0","0","0","0","0","0","3","3","サトザクラ","","","","573-1152","オオサカフ－ヒラカタシ－ショウダイナカマチ"
"161","藤阪北町公園","フジサカキタマチコウエン","大阪府枚方市藤阪北町4−13","862.62","0.09","34.82349736","135.7049549","","1","","","1","","","1","","","1","1","","1","","","","","","4","","","","4","0","0","0","0","0","0","4","","","","","573-0151","オオサカフ－ヒラカタシ－フジサカキタマチ"
"162","藤阪北町西公園","フジサカキタマチニシコウエン","大阪府枚方市藤阪北町1−7","838.16","0.08","34.82401603","135.7031792","","","","","1","","","1","","","","","","","","","","","","","","","","3","0","0","0","0","0","0","3","","","","","573-0151","オオサカフ－ヒラカタシ－フジサカキタマチ"
"163","藤阪公園","フジサカコウエン","大阪府枚方市藤阪元町3丁目18−2","806.61","0.08","34.82074563","135.7029319","","1","","","1","","1","","","","","","","1","","","","","1","4","","","","4","0","0","0","0","0","1","5","ヤエザクラ","","","","573-0157","オオサカフ－ヒラカタシ－フジサカモトマチ"
"164","藤阪西公園","フジサカニシコウエン","大阪府枚方市藤阪西町1−4","1,088.61","0.11","34.82124841","135.6978007","","","","1","","","","1","","","","","1","","1","","","","1","14","","","","7","0","0","0","0","0","0","7","","","","","573-0158","オオサカフ－ヒラカタシ－フジサカニシマチ"
"165","藤阪東公園","フジサカヒガシコウエン","大阪府枚方市藤阪西町6−52","2,137.33","0.21","34.82056515","135.700325","","","","","","","","","","","","","","","","","","","1","6","","","","0","10","0","0","0","0","0","10","","","","","573-0158","オオサカフ－ヒラカタシ－フジサカニシマチ"
"166","藤阪東町北公園","フジサカヒガシマチキタコウエン","大阪府枚方市藤阪東町3丁目4−3","628.78","0.06","34.81983168","135.7139996","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","0","0","2","","","","","573-0153","オオサカフ－ヒラカタシ－フジサカヒガシマチ"
"167","藤阪東町中央公園","フジサカヒガシマチチュウオウコウエン","大阪府枚方市藤阪東町1丁目","4,389.75","0.44","34.82085201","135.7112187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573-0153","オオサカフ－ヒラカタシ－フジサカヒガシマチ"
"168","藤阪東町南公園","フジサカヒガシマチミナミコウエン","大阪府枚方市藤阪東町3丁目9−7","1,027.60","0.10","34.81877605","135.714484","","","","","","","","","","","","","","","","","","","","","","","","13","0","0","0","0","3","0","16","","","","","573-0153","オオサカフ－ヒラカタシ－フジサカヒガシマチ"
"169","藤阪宮山公園","フジサカミヤヤマコウエン","大阪府枚方市藤阪天神町19−9","1,712.53","0.17","34.81626579","135.7090857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573-0155","オオサカフ－ヒラカタシ－フジサカテンジンチョウ"
"170","武生田公園","ブショウデンコウエン","大阪府枚方市尊延寺5丁目52−4","3,109.42","0.31","34.79861741","135.7263033","","","","1","1","","","1","","","","","","1","","","","","","13","","","","9","0","0","0","0","0","0","9","","","","","573-0112","オオサカフ－ヒラカタシ－ソンエンジ"
"171","古城公園","フジロコウエン","大阪府枚方市津田南町2丁目37−1","1,578.11","0.16","34.80242336","135.7059047","","1","","","","","","1","","","","1","","","","","","","1","","","","","0","0","0","0","0","9","0","9","","","","","573-0124","オオサカフ－ヒラカタシ－ツダミナミマチ"
"172","船橋公園","フナハシコウエン","大阪府枚方市東船橋1丁目29−3","2,097.98","0.21","34.85374795","135.6843545","","","","1","1","","","","","","","","","1","","","2","","1","7","1","","","3","0","2","0","0","0","0","5","","","","","573-1115","オオサカフ－ヒラカタシ－ヒガシフナハシ"
"173","坊主池公園","ボウズイケコウエン","大阪府枚方市岡山手町11−72","7,695.90","0.77","34.80867929","135.6460809","","","","","1","","","","","","","1","","1","","","3","","1","14","1","","","0","0","13","0","0","0","3","16","サトザクラ","","","","573-0034","オオサカフ－ヒラカタシ－オカヤマテチョウ"
"174","星ケ丘公園","ホシガオカコウエン","大阪府枚方市星丘2丁目10−37","4,472.12","0.45","34.80947404","135.6616322","","1","","","","","","1","","","","","1","1","","7","2","","1","7","1","","","","","","","","","","","","","","","573-0013","オオサカフ－ヒラカタシ－ホシガオカ"
"175","穂谷公園","ホタニコウエン","大阪府枚方市穂谷2丁目2−22","1,236.65","0.12","34.79557435","135.7290922","","1","","","","","","","","","","","","","","","","1","","3","1","","","","","","","","","","","","","","","573-0114","オオサカフ－ヒラカタシ－ホタニ"
"176","牧野公園","マキノコウエン","大阪府枚方市牧野阪2丁目15","10,747.33","1.07","34.84212578","135.6685253","○","","","1","1","","","","","","","1","1","2","","","3","2","1","15","","","","30","2","0","4","0","0","9","45","ヤエザクラ","","","","573-1146","オオサカフ－ヒラカタシ－マキノサカ"
"177","松美ヶ丘公園","マツミガオカコウエン","大阪府枚方市長尾西町3丁目10−3","520.53","0.05","34.83326691","135.7027577","","","","","","","","","","","","","1","","","","","","1","3","1","","","","","","","","","","","","","","","573-0162","オオサカフ－ヒラカタシ－ナガオニシマチ"
"178","三矢公園","ミツヤコウエン","大阪府枚方市三矢町6−10","819.57","0.08","34.81479311","135.6421697","","","","","","","","","","","","","1","","","2","","1","1","1","1","","","3","0","0","1","0","0","0","4","","","","","573-0051","オオサカフ－ヒラカタシ－ミツヤチョウ"
"179","南谷公園","ミナミダニコウエン","大阪府枚方市香里ケ丘8丁目21−10","3,280.70","0.33","34.79030352","135.6466116","","","","1","","","","","","","","1","","","","","","","1","5","","","","","","","","","","","","","","","","573-0084","オオサカフ－ヒラカタシ－コウリガオカ"
"180","南中振公園","ミナミナカブリコウエン","大阪府枚方市南中振2丁目4−7","2,542.97","0.25","34.79392268","135.6291359","","1","","","1","","","","","","","","","","","3","","","1","6","","","","9","1","4","0","0","0","5","19","サトザクラ","","","","573-0094","オオサカフ－ヒラカタシ－ミナミナカブリ"
"181","南船橋公園","ミナミフナハシコウエン","大阪府枚方市南船橋2丁目15−14","801.51","0.08","34.84970074","135.6821628","","1","","","","","","","","","","","1","1","","","","","1","5","","","","8","0","0","0","0","0","0","8","","","","","573-1123","オオサカフ－ヒラカタシ－ミナミフナハシ"
